Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Fra tidspunkt;Til tidspunkt;Felt;Trafikkmengde;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T05:00+02:00;2026-08-09T06:00+02:00;2026-08-09;05:00;06:00;Totalt i retning Sandnes;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T05:00+02:00;2026-08-09T06:00+02:00;2026-08-09;05:00;06:00;Totalt i retning Stavanger;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T05:00+02:00;2026-08-09T06:00+02:00;2026-08-09;05:00;06:00;Totalt;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T06:00+02:00;2026-08-09T07:00+02:00;2026-08-09;06:00;07:00;1;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T06:00+02:00;2026-08-09T07:00+02:00;2026-08-09;06:00;07:00;2;3;100,0;1;1;0;3;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T06:00+02:00;2026-08-09T07:00+02:00;2026-08-09;06:00;07:00;Totalt i retning Sandnes;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T06:00+02:00;2026-08-09T07:00+02:00;2026-08-09;06:00;07:00;Totalt i retning Stavanger;3;100,0;1;1;0;3;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T06:00+02:00;2026-08-09T07:00+02:00;2026-08-09;06:00;07:00;Totalt;3;100,0;1;1;0;3;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T07:00+02:00;2026-08-09T08:00+02:00;2026-08-09;07:00;08:00;1;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T07:00+02:00;2026-08-09T08:00+02:00;2026-08-09;07:00;08:00;2;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T07:00+02:00;2026-08-09T08:00+02:00;2026-08-09;07:00;08:00;Totalt i retning Sandnes;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T07:00+02:00;2026-08-09T08:00+02:00;2026-08-09;07:00;08:00;Totalt i retning Stavanger;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T07:00+02:00;2026-08-09T08:00+02:00;2026-08-09;07:00;08:00;Totalt;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T08:00+02:00;2026-08-09T09:00+02:00;2026-08-09;08:00;09:00;1;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T08:00+02:00;2026-08-09T09:00+02:00;2026-08-09;08:00;09:00;2;2;100,0;1;1;0;2;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T08:00+02:00;2026-08-09T09:00+02:00;2026-08-09;08:00;09:00;Totalt i retning Sandnes;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T08:00+02:00;2026-08-09T09:00+02:00;2026-08-09;08:00;09:00;Totalt i retning Stavanger;2;100,0;1;1;0;2;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T08:00+02:00;2026-08-09T09:00+02:00;2026-08-09;08:00;09:00;Totalt;3;100,0;1;1;0;3;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T09:00+02:00;2026-08-09T10:00+02:00;2026-08-09;09:00;10:00;1;3;100,0;1;1;0;3;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T09:00+02:00;2026-08-09T10:00+02:00;2026-08-09;09:00;10:00;2;7;100,0;1;1;0;7;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T09:00+02:00;2026-08-09T10:00+02:00;2026-08-09;09:00;10:00;Totalt i retning Sandnes;2;100,0;1;1;0;2;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T09:00+02:00;2026-08-09T10:00+02:00;2026-08-09;09:00;10:00;Totalt i retning Stavanger;8;100,0;1;1;0;8;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T09:00+02:00;2026-08-09T10:00+02:00;2026-08-09;09:00;10:00;Totalt;10;100,0;1;1;0;10;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T10:00+02:00;2026-08-09T11:00+02:00;2026-08-09;10:00;11:00;1;7;100,0;1;1;0;7;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T10:00+02:00;2026-08-09T11:00+02:00;2026-08-09;10:00;11:00;2;9;100,0;1;1;0;9;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T10:00+02:00;2026-08-09T11:00+02:00;2026-08-09;10:00;11:00;Totalt i retning Sandnes;7;100,0;1;1;0;7;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T10:00+02:00;2026-08-09T11:00+02:00;2026-08-09;10:00;11:00;Totalt i retning Stavanger;9;100,0;1;1;0;9;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T10:00+02:00;2026-08-09T11:00+02:00;2026-08-09;10:00;11:00;Totalt;16;100,0;1;1;0;16;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T11:00+02:00;2026-08-09T12:00+02:00;2026-08-09;11:00;12:00;1;9;100,0;1;1;0;9;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T11:00+02:00;2026-08-09T12:00+02:00;2026-08-09;11:00;12:00;2;9;100,0;1;1;0;9;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T11:00+02:00;2026-08-09T12:00+02:00;2026-08-09;11:00;12:00;Totalt i retning Sandnes;9;100,0;1;1;0;9;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T11:00+02:00;2026-08-09T12:00+02:00;2026-08-09;11:00;12:00;Totalt i retning Stavanger;9;100,0;1;1;0;9;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T11:00+02:00;2026-08-09T12:00+02:00;2026-08-09;11:00;12:00;Totalt;18;100,0;1;1;0;18;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T12:00+02:00;2026-08-09T13:00+02:00;2026-08-09;12:00;13:00;1;6;100,0;1;1;0;6;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T12:00+02:00;2026-08-09T13:00+02:00;2026-08-09;12:00;13:00;2;4;100,0;1;1;0;4;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T12:00+02:00;2026-08-09T13:00+02:00;2026-08-09;12:00;13:00;Totalt i retning Sandnes;6;100,0;1;1;0;6;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T12:00+02:00;2026-08-09T13:00+02:00;2026-08-09;12:00;13:00;Totalt i retning Stavanger;4;100,0;1;1;0;4;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T12:00+02:00;2026-08-09T13:00+02:00;2026-08-09;12:00;13:00;Totalt;10;100,0;1;1;0;10;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T13:00+02:00;2026-08-09T14:00+02:00;2026-08-09;13:00;14:00;1;4;100,0;1;1;0;4;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T13:00+02:00;2026-08-09T14:00+02:00;2026-08-09;13:00;14:00;2;7;100,0;1;1;0;7;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T13:00+02:00;2026-08-09T14:00+02:00;2026-08-09;13:00;14:00;Totalt i retning Sandnes;4;100,0;1;1;0;4;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T13:00+02:00;2026-08-09T14:00+02:00;2026-08-09;13:00;14:00;Totalt i retning Stavanger;7;100,0;1;1;0;7;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T13:00+02:00;2026-08-09T14:00+02:00;2026-08-09;13:00;14:00;Totalt;11;100,0;1;1;0;11;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T14:00+02:00;2026-08-09T15:00+02:00;2026-08-09;14:00;15:00;1;3;100,0;1;1;0;3;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T14:00+02:00;2026-08-09T15:00+02:00;2026-08-09;14:00;15:00;2;5;100,0;1;1;0;5;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T14:00+02:00;2026-08-09T15:00+02:00;2026-08-09;14:00;15:00;Totalt i retning Sandnes;3;100,0;1;1;0;3;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T14:00+02:00;2026-08-09T15:00+02:00;2026-08-09;14:00;15:00;Totalt i retning Stavanger;5;100,0;1;1;0;5;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T14:00+02:00;2026-08-09T15:00+02:00;2026-08-09;14:00;15:00;Totalt;8;100,0;1;1;0;8;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T15:00+02:00;2026-08-09T16:00+02:00;2026-08-09;15:00;16:00;1;6;100,0;1;1;0;6;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T15:00+02:00;2026-08-09T16:00+02:00;2026-08-09;15:00;16:00;2;5;100,0;1;1;0;5;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T15:00+02:00;2026-08-09T16:00+02:00;2026-08-09;15:00;16:00;Totalt i retning Sandnes;6;100,0;1;1;0;6;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T15:00+02:00;2026-08-09T16:00+02:00;2026-08-09;15:00;16:00;Totalt i retning Stavanger;5;100,0;1;1;0;5;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T15:00+02:00;2026-08-09T16:00+02:00;2026-08-09;15:00;16:00;Totalt;11;100,0;1;1;0;11;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T16:00+02:00;2026-08-09T17:00+02:00;2026-08-09;16:00;17:00;1;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T16:00+02:00;2026-08-09T17:00+02:00;2026-08-09;16:00;17:00;2;3;100,0;1;1;0;3;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T16:00+02:00;2026-08-09T17:00+02:00;2026-08-09;16:00;17:00;Totalt i retning Sandnes;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T16:00+02:00;2026-08-09T17:00+02:00;2026-08-09;16:00;17:00;Totalt i retning Stavanger;3;100,0;1;1;0;3;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T16:00+02:00;2026-08-09T17:00+02:00;2026-08-09;16:00;17:00;Totalt;3;100,0;1;1;0;3;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T17:00+02:00;2026-08-09T18:00+02:00;2026-08-09;17:00;18:00;1;3;100,0;1;1;0;3;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T17:00+02:00;2026-08-09T18:00+02:00;2026-08-09;17:00;18:00;2;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T17:00+02:00;2026-08-09T18:00+02:00;2026-08-09;17:00;18:00;Totalt i retning Sandnes;3;100,0;1;1;0;3;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T17:00+02:00;2026-08-09T18:00+02:00;2026-08-09;17:00;18:00;Totalt i retning Stavanger;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T17:00+02:00;2026-08-09T18:00+02:00;2026-08-09;17:00;18:00;Totalt;3;100,0;1;1;0;3;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T18:00+02:00;2026-08-09T19:00+02:00;2026-08-09;18:00;19:00;1;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T18:00+02:00;2026-08-09T19:00+02:00;2026-08-09;18:00;19:00;2;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T18:00+02:00;2026-08-09T19:00+02:00;2026-08-09;18:00;19:00;Totalt i retning Sandnes;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T18:00+02:00;2026-08-09T19:00+02:00;2026-08-09;18:00;19:00;Totalt i retning Stavanger;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T18:00+02:00;2026-08-09T19:00+02:00;2026-08-09;18:00;19:00;Totalt;2;100,0;1;1;0;2;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T19:00+02:00;2026-08-09T20:00+02:00;2026-08-09;19:00;20:00;1;4;100,0;1;1;0;4;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T19:00+02:00;2026-08-09T20:00+02:00;2026-08-09;19:00;20:00;2;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T19:00+02:00;2026-08-09T20:00+02:00;2026-08-09;19:00;20:00;Totalt i retning Sandnes;4;100,0;1;1;0;4;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T19:00+02:00;2026-08-09T20:00+02:00;2026-08-09;19:00;20:00;Totalt i retning Stavanger;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T19:00+02:00;2026-08-09T20:00+02:00;2026-08-09;19:00;20:00;Totalt;5;100,0;1;1;0;5;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T20:00+02:00;2026-08-09T21:00+02:00;2026-08-09;20:00;21:00;1;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T20:00+02:00;2026-08-09T21:00+02:00;2026-08-09;20:00;21:00;2;2;100,0;1;1;0;2;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T20:00+02:00;2026-08-09T21:00+02:00;2026-08-09;20:00;21:00;Totalt i retning Sandnes;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T20:00+02:00;2026-08-09T21:00+02:00;2026-08-09;20:00;21:00;Totalt i retning Stavanger;2;100,0;1;1;0;2;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T20:00+02:00;2026-08-09T21:00+02:00;2026-08-09;20:00;21:00;Totalt;3;100,0;1;1;0;3;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T21:00+02:00;2026-08-09T22:00+02:00;2026-08-09;21:00;22:00;1;4;100,0;1;1;0;4;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T21:00+02:00;2026-08-09T22:00+02:00;2026-08-09;21:00;22:00;2;2;100,0;1;1;0;2;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T21:00+02:00;2026-08-09T22:00+02:00;2026-08-09;21:00;22:00;Totalt i retning Sandnes;4;100,0;1;1;0;4;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T21:00+02:00;2026-08-09T22:00+02:00;2026-08-09;21:00;22:00;Totalt i retning Stavanger;2;100,0;1;1;0;2;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T21:00+02:00;2026-08-09T22:00+02:00;2026-08-09;21:00;22:00;Totalt;6;100,0;1;1;0;6;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T22:00+02:00;2026-08-09T23:00+02:00;2026-08-09;22:00;23:00;1;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T22:00+02:00;2026-08-09T23:00+02:00;2026-08-09;22:00;23:00;2;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T22:00+02:00;2026-08-09T23:00+02:00;2026-08-09;22:00;23:00;Totalt i retning Sandnes;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T22:00+02:00;2026-08-09T23:00+02:00;2026-08-09;22:00;23:00;Totalt i retning Stavanger;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T22:00+02:00;2026-08-09T23:00+02:00;2026-08-09;22:00;23:00;Totalt;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T23:00+02:00;2026-08-10T00:00+02:00;2026-08-09;23:00;00:00;1;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T23:00+02:00;2026-08-10T00:00+02:00;2026-08-09;23:00;00:00;2;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T23:00+02:00;2026-08-10T00:00+02:00;2026-08-09;23:00;00:00;Totalt i retning Sandnes;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T23:00+02:00;2026-08-10T00:00+02:00;2026-08-09;23:00;00:00;Totalt i retning Stavanger;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-09T23:00+02:00;2026-08-10T00:00+02:00;2026-08-09;23:00;00:00;Totalt;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-10T00:00+02:00;2026-08-10T01:00+02:00;2026-08-10;00:00;01:00;1;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-10T00:00+02:00;2026-08-10T01:00+02:00;2026-08-10;00:00;01:00;2;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-10T00:00+02:00;2026-08-10T01:00+02:00;2026-08-10;00:00;01:00;Totalt i retning Sandnes;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-10T00:00+02:00;2026-08-10T01:00+02:00;2026-08-10;00:00;01:00;Totalt i retning Stavanger;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-10T00:00+02:00;2026-08-10T01:00+02:00;2026-08-10;00:00;01:00;Totalt;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-10T01:00+02:00;2026-08-10T02:00+02:00;2026-08-10;01:00;02:00;1;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-10T01:00+02:00;2026-08-10T02:00+02:00;2026-08-10;01:00;02:00;2;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-10T01:00+02:00;2026-08-10T02:00+02:00;2026-08-10;01:00;02:00;Totalt i retning Sandnes;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-10T01:00+02:00;2026-08-10T02:00+02:00;2026-08-10;01:00;02:00;Totalt i retning Stavanger;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-10T01:00+02:00;2026-08-10T02:00+02:00;2026-08-10;01:00;02:00;Totalt;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-10T02:00+02:00;2026-08-10T03:00+02:00;2026-08-10;02:00;03:00;1;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-10T02:00+02:00;2026-08-10T03:00+02:00;2026-08-10;02:00;03:00;2;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-10T02:00+02:00;2026-08-10T03:00+02:00;2026-08-10;02:00;03:00;Totalt i retning Sandnes;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-10T02:00+02:00;2026-08-10T03:00+02:00;2026-08-10;02:00;03:00;Totalt i retning Stavanger;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-10T02:00+02:00;2026-08-10T03:00+02:00;2026-08-10;02:00;03:00;Totalt;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-10T03:00+02:00;2026-08-10T04:00+02:00;2026-08-10;03:00;04:00;1;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-10T03:00+02:00;2026-08-10T04:00+02:00;2026-08-10;03:00;04:00;2;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-10T03:00+02:00;2026-08-10T04:00+02:00;2026-08-10;03:00;04:00;Totalt i retning Sandnes;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-10T03:00+02:00;2026-08-10T04:00+02:00;2026-08-10;03:00;04:00;Totalt i retning Stavanger;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
